ticker,action,confidence,mfpm_score,mode_w_score,sms_raw,sms_label,signal_mode,close,entry,sl,tp1,rr,amf_decision,best_pattern,hmm_state,stealth_accum
TVS,NO_ACTION,—,15,27,27,WHALE_DISTRIBUTING,MODE_A,13.5,13.5,12.7,15.6,2.62,PASS,NONE,STEADY_BEAR,False
VDP,NO_ACTION,—,15,41,41,RETAIL_DRIVEN,MODE_A,60.4,59.2,55.8,68.1,2.62,WARN,NONE,TRANSITIONAL,False
VMC,NO_ACTION,—,15,31,16,WHALE_DISTRIBUTING,MODE_A,4.6,4.6,4.1,5.8,2.4,WARN,WYCKOFF_SPRING,TRANSITIONAL,False
VLA,NO_ACTION,—,15,50,50,RETAIL_DRIVEN,MODE_B,8.0,8.0,6.9,10.8,2.55,WARN,NONE,TRANSITIONAL,False
VJC,NO_ACTION,—,15,35,35,RETAIL_DRIVEN,MODE_A,156.0,156.0,148.6,175.6,2.65,PASS,NONE,STEADY_BEAR,False
VNC,NO_ACTION,—,15,28,28,WHALE_DISTRIBUTING,MODE_A,36.8,36.5,34.9,40.6,2.56,PASS,NONE,TRANSITIONAL,False
VNR,NO_ACTION,—,15,17,17,WHALE_DISTRIBUTING,MODE_A,20.8,20.8,20.1,22.0,1.71,PASS,NONE,TRANSITIONAL,False
VPD,NO_ACTION,—,15,30,15,WHALE_DISTRIBUTING,MODE_A,23.8,23.8,23.0,25.3,1.87,PASS,VCP,STEADY_BEAR,False
YEG,NO_ACTION,—,15,46,46,RETAIL_DRIVEN,MODE_A,10.0,10.0,9.5,11.3,2.6,WARN,NONE,STEADY_BEAR,False
BID,NO_ACTION,—,13,25,17,WHALE_DISTRIBUTING,MODE_A,39.9,39.9,38.1,44.6,2.61,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False
DGW,NO_ACTION,—,13,47,39,RETAIL_DRIVEN,MODE_B,45.65,45.0,42.3,52.1,2.63,WARN,RSI_DIV_BULLISH,TRANSITIONAL,False
DST,NO_ACTION,—,13,56,48,RETAIL_DRIVEN,MODE_A,8.0,8.0,7.5,9.2,2.4,WARN,RSI_DIV_BULLISH,STEADY_BEAR,False
TDC,NO_ACTION,—,13,24,16,WHALE_DISTRIBUTING,MODE_A,10.95,10.95,10.6,11.9,2.71,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False
VNS,NO_ACTION,—,13,21,13,WHALE_DISTRIBUTING,MODE_B,8.31,8.31,8.0,9.0,2.23,WARN,RSI_DIV_BULLISH,STEADY_BEAR,False
ABS,NO_ACTION,—,10,30,30,WHALE_DISTRIBUTING,MODE_A,3.0,3.0,2.8,3.5,2.5,WARN,NONE,TRANSITIONAL,False
ADG,NO_ACTION,—,10,22,22,WHALE_DISTRIBUTING,MODE_A,8.8,8.8,8.0,10.7,2.37,WARN,NONE,TRANSITIONAL,False
BCM,NO_ACTION,—,10,29,29,WHALE_DISTRIBUTING,MODE_A,53.1,53.1,50.6,59.6,2.6,WARN,NONE,STEADY_BEAR,False
BIC,NO_ACTION,—,10,47,47,RETAIL_DRIVEN,MODE_B,24.1,24.0,22.9,26.7,2.45,WARN,NONE,TRANSITIONAL,False
CLW,NO_ACTION,—,10,16,16,WHALE_DISTRIBUTING,MODE_A,47.95,47.7,46.2,48.8,0.73,PASS,NONE,TRANSITIONAL,False
CSC,NO_ACTION,—,10,27,27,WHALE_DISTRIBUTING,MODE_A,14.9,14.9,13.2,19.3,2.59,PASS,NONE,TRANSITIONAL,False
CTR,NO_ACTION,—,10,48,48,RETAIL_DRIVEN,MODE_B,87.0,85.3,81.6,95.1,2.65,WARN,NONE,TRANSITIONAL,False
DAD,NO_ACTION,—,10,0,17,WHALE_DISTRIBUTING,MODE_A,16.0,15.9,15.1,18.0,2.62,PASS,NONE,TRANSITIONAL,False
DHM,NO_ACTION,—,10,32,32,RETAIL_DRIVEN,MODE_A,6.9,6.8,6.5,7.6,2.67,WARN,NONE,TRANSITIONAL,False
DL1,NO_ACTION,—,10,35,35,RETAIL_DRIVEN,MODE_A,4.3,4.3,4.0,4.9,2.0,WARN,NONE,STEADY_BEAR,False
DNC,NO_ACTION,—,10,7,37,WHALE_DISTRIBUTING,MODE_A,56.7,56.7,52.6,67.6,2.66,PASS,NONE,TRANSITIONAL,False
DPM,NO_ACTION,—,10,30,30,WHALE_DISTRIBUTING,MODE_A,29.85,29.85,26.9,37.6,2.63,WARN,NONE,TRANSITIONAL,False
DXP,NO_ACTION,—,10,35,35,RETAIL_DRIVEN,MODE_A,13.3,13.0,12.1,15.2,2.44,WARN,NONE,TRANSITIONAL,False
HKT,NO_ACTION,—,10,7,37,WHALE_DISTRIBUTING,MODE_A,20.9,20.9,19.2,25.4,2.65,WARN,NONE,TRANSITIONAL,False
HJS,NO_ACTION,—,10,26,26,WHALE_DISTRIBUTING,MODE_A,25.2,25.2,23.3,30.1,2.58,WARN,NONE,TRANSITIONAL,False
HRC,NO_ACTION,—,10,18,18,WHALE_DISTRIBUTING,MODE_A,53.0,53.0,44.1,76.6,2.65,WARN,NONE,TRANSITIONAL,False
ITQ,NO_ACTION,—,10,35,35,RETAIL_DRIVEN,MODE_A,2.7,2.7,2.5,3.2,2.5,PASS,NONE,TRANSITIONAL,False
JVC,NO_ACTION,—,10,38,38,RETAIL_DRIVEN,MODE_A,4.5,4.5,4.2,5.2,2.33,WARN,NONE,STEADY_BEAR,False
KDM,NO_ACTION,—,10,35,35,RETAIL_DRIVEN,MODE_A,28.2,28.2,26.8,31.7,2.5,WARN,NONE,TRANSITIONAL,False
LGL,NO_ACTION,—,10,33,33,RETAIL_DRIVEN,MODE_A,4.95,4.95,4.5,6.1,2.56,WARN,NONE,STEADY_BEAR,False
MAC,NO_ACTION,—,10,29,29,WHALE_DISTRIBUTING,MODE_B,11.3,11.3,10.2,14.2,2.64,WARN,NONE,STEADY_BEAR,False
PGI,NO_ACTION,—,10,6,36,WHALE_DISTRIBUTING,MODE_A,19.7,19.7,19.1,21.1,2.33,PASS,NONE,TRANSITIONAL,False
PGN,NO_ACTION,—,10,8,38,WHALE_DISTRIBUTING,MODE_A,6.2,6.2,5.2,8.7,2.5,PASS,NONE,TRANSITIONAL,False
PVD,NO_ACTION,—,10,35,35,RETAIL_DRIVEN,MODE_A,35.15,35.15,31.9,43.8,2.66,WARN,NONE,TRANSITIONAL,False
SGR,NO_ACTION,—,10,47,47,RETAIL_DRIVEN,MODE_B,15.95,15.6,14.7,18.0,2.67,WARN,NONE,STEADY_BEAR,False
SSC,NO_ACTION,—,10,29,29,WHALE_DISTRIBUTING,MODE_B,28.2,28.2,27.2,30.8,2.6,WARN,NONE,TRANSITIONAL,False
TCT,NO_ACTION,—,10,20,20,WHALE_DISTRIBUTING,MODE_A,19.85,19.85,18.6,23.1,2.6,WARN,NONE,TRANSITIONAL,False
TMT,NO_ACTION,—,10,27,27,WHALE_DISTRIBUTING,MODE_A,11.75,11.75,10.7,14.5,2.62,WARN,NONE,TRANSITIONAL,False
TNV,NO_ACTION,—,10,18,18,WHALE_DISTRIBUTING,MODE_A,16.5,16.5,13.6,24.2,2.66,WARN,NONE,TRANSITIONAL,False
TPC,NO_ACTION,—,10,32,32,RETAIL_DRIVEN,MODE_B,11.05,11.05,10.2,13.1,2.41,WARN,NONE,TRANSITIONAL,False
TYA,NO_ACTION,—,10,37,37,RETAIL_DRIVEN,MODE_A,18.35,18.0,17.2,20.0,2.5,WARN,NONE,TRANSITIONAL,False
VDS,NO_ACTION,—,10,31,31,RETAIL_DRIVEN,MODE_A,14.55,14.55,13.6,16.9,2.47,WARN,NONE,STEADY_BEAR,False
VMD,NO_ACTION,—,10,27,27,WHALE_DISTRIBUTING,MODE_A,15.7,15.4,14.9,16.4,2.0,PASS,NONE,STEADY_BEAR,False
VNE,NO_ACTION,—,10,27,27,WHALE_DISTRIBUTING,MODE_A,4.04,4.04,3.8,4.5,1.92,WARN,NONE,STEADY_BEAR,False
VNI,NO_ACTION,—,10,27,27,WHALE_DISTRIBUTING,MODE_A,7.8,7.8,7.3,9.1,2.6,PASS,NONE,TRANSITIONAL,False
VRE,NO_ACTION,—,10,47,47,RETAIL_DRIVEN,MODE_B,26.8,26.3,24.9,30.0,2.64,WARN,NONE,TRANSITIONAL,False
VSA,NO_ACTION,—,10,34,34,RETAIL_DRIVEN,MODE_A,19.0,19.0,17.6,22.5,2.5,WARN,NONE,STEADY_BEAR,False
BHN,NO_ACTION,—,8,37,29,WHALE_DISTRIBUTING,MODE_A,29.5,29.5,28.2,32.8,2.54,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False
DSN,NO_ACTION,—,8,22,14,WHALE_DISTRIBUTING,MODE_A,38.0,38.0,36.8,40.1,1.75,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False
FPT,NO_ACTION,—,8,38,30,WHALE_DISTRIBUTING,MODE_A,75.4,75.4,71.6,85.3,2.61,WARN,RSI_DIV_BULLISH,STEADY_BEAR,False
HU3,NO_ACTION,—,8,22,14,WHALE_DISTRIBUTING,MODE_A,2.9,2.9,2.6,3.7,2.67,WARN,RSI_DIV_BULLISH,STEADY_BEAR,False
KDC,NO_ACTION,—,8,36,28,WHALE_DISTRIBUTING,MODE_A,48.8,48.8,47.3,52.6,2.53,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False
KSB,NO_ACTION,—,8,44,36,RETAIL_DRIVEN,MODE_A,16.05,16.05,15.1,18.5,2.58,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False
MAS,NO_ACTION,—,8,46,38,RETAIL_DRIVEN,MODE_A,35.0,35.0,32.7,40.9,2.57,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False
AMC,NO_ACTION,—,5,18,18,WHALE_DISTRIBUTING,MODE_A,12.7,12.7,11.8,15.0,2.56,PASS,NONE,TRANSITIONAL,False
ADC,NO_ACTION,—,5,51,51,MIXED,MODE_A,17.1,17.1,15.5,21.2,2.56,WARN,NONE,TRANSITIONAL,False
CKV,NO_ACTION,—,5,47,47,RETAIL_DRIVEN,MODE_A,19.0,18.6,17.6,21.1,2.5,WARN,NONE,TRANSITIONAL,False
CX8,NO_ACTION,—,5,28,28,WHALE_DISTRIBUTING,MODE_B,9.9,9.7,9.4,10.5,2.67,WARN,NONE,TRANSITIONAL,False
DTT,NO_ACTION,—,5,0,16,WHALE_DISTRIBUTING,MODE_B,16.5,16.5,16.0,17.6,2.2,PASS,NONE,TRANSITIONAL,False
HTG,NO_ACTION,—,5,15,15,WHALE_DISTRIBUTING,MODE_A,42.0,42.0,40.7,45.2,2.46,PASS,NONE,TRANSITIONAL,False
IDC,NO_ACTION,—,5,5,35,WHALE_DISTRIBUTING,MODE_B,49.3,48.3,45.3,56.0,2.57,WARN,NONE,TRANSITIONAL,False
LHC,NO_ACTION,—,5,15,15,WHALE_DISTRIBUTING,MODE_A,101.7,101.7,96.0,116.9,2.67,PASS,NONE,STEADY_BEAR,False
NVT,NO_ACTION,—,5,18,18,WHALE_DISTRIBUTING,MODE_A,7.4,7.4,7.0,8.2,2.0,PASS,NONE,TRANSITIONAL,False
PTB,NO_ACTION,—,5,17,17,WHALE_DISTRIBUTING,MODE_A,49.65,49.3,46.9,55.6,2.63,PASS,NONE,TRANSITIONAL,False
SFG,NO_ACTION,—,5,46,46,RETAIL_DRIVEN,MODE_A,10.5,10.5,9.8,12.1,2.29,WARN,NONE,TRANSITIONAL,False
STG,NO_ACTION,—,5,47,47,RETAIL_DRIVEN,MODE_A,32.5,32.5,31.3,35.7,2.67,WARN,NONE,STEADY_BEAR,False
TCL,NO_ACTION,—,5,16,16,WHALE_DISTRIBUTING,MODE_A,33.6,33.6,32.5,35.6,1.82,PASS,NONE,TRANSITIONAL,False
VCC,NO_ACTION,—,5,8,38,WHALE_DISTRIBUTING,MODE_A,10.6,10.6,8.9,15.1,2.65,WARN,NONE,TRANSITIONAL,False
VPG,NO_ACTION,—,5,17,17,WHALE_DISTRIBUTING,MODE_B,4.24,4.24,4.0,4.8,2.33,WARN,NONE,STEADY_BEAR,False
VPS,NO_ACTION,—,5,17,17,WHALE_DISTRIBUTING,MODE_A,8.48,8.48,8.1,9.2,1.89,PASS,NONE,TRANSITIONAL,False
SCR,NO_ACTION,—,3,20,35,WHALE_DISTRIBUTING,MODE_B,6.26,6.1,5.7,7.1,2.5,WARN,VCP,TRANSITIONAL,False
AAT,NO_ACTION,—,0,28,28,WHALE_DISTRIBUTING,MODE_A,2.92,2.92,2.8,3.2,2.33,PASS,NONE,STEADY_BEAR,False
APC,NO_ACTION,—,0,17,17,WHALE_DISTRIBUTING,MODE_A,6.3,6.3,5.7,7.7,2.33,WARN,NONE,STEADY_BEAR,False
APG,NO_ACTION,—,0,26,26,WHALE_DISTRIBUTING,MODE_A,5.73,5.73,5.1,7.2,2.33,WARN,NONE,STEADY_BEAR,False
AST,NO_ACTION,—,0,28,28,WHALE_DISTRIBUTING,MODE_A,69.8,69.8,67.4,76.1,2.63,PASS,NONE,STEADY_BEAR,False
ALT,NO_ACTION,—,0,0,18,WHALE_DISTRIBUTING,MODE_A,13.4,13.1,11.6,17.1,2.67,WARN,NONE,TRANSITIONAL,False
BFC,NO_ACTION,—,0,19,19,WHALE_DISTRIBUTING,MODE_A,55.3,55.3,49.2,71.5,2.66,WARN,NONE,TRANSITIONAL,False
BMP,NO_ACTION,—,0,28,28,WHALE_DISTRIBUTING,MODE_A,129.1,129.1,121.7,148.7,2.65,WARN,NONE,STEADY_BEAR,False
C32,NO_ACTION,—,0,14,14,WHALE_DISTRIBUTING,MODE_A,10.55,10.55,9.7,12.6,2.41,WARN,NONE,TRANSITIONAL,False
CCI,NO_ACTION,—,0,0,24,WHALE_DISTRIBUTING,MODE_A,21.9,21.9,20.7,24.9,2.5,PASS,NONE,TRANSITIONAL,False
CEO,NO_ACTION,—,0,5,35,WHALE_DISTRIBUTING,MODE_A,16.7,16.4,14.8,20.6,2.63,WARN,NONE,TRANSITIONAL,False
CII,NO_ACTION,—,0,9,39,WHALE_DISTRIBUTING,MODE_A,18.8,18.4,17.0,22.0,2.57,WARN,NONE,TRANSITIONAL,False
CSV,NO_ACTION,—,0,31,31,RETAIL_DRIVEN,MODE_A,27.0,27.0,25.2,31.7,2.61,WARN,NONE,TRANSITIONAL,False
CTD,NO_ACTION,—,0,7,37,WHALE_DISTRIBUTING,MODE_A,85.4,84.2,79.5,96.5,2.62,WARN,NONE,TRANSITIONAL,False
DAH,NO_ACTION,—,0,33,33,RETAIL_DRIVEN,MODE_A,2.99,2.99,2.8,3.2,1.11,WARN,NONE,STEADY_BEAR,False
DGC,NO_ACTION,—,0,28,28,WHALE_DISTRIBUTING,MODE_A,50.9,50.9,45.2,66.1,2.67,WARN,NONE,STEADY_BEAR,False
DHA,NO_ACTION,—,0,31,31,RETAIL_DRIVEN,MODE_A,47.8,47.8,45.2,54.6,2.62,WARN,NONE,STEADY_BEAR,False
DRC,NO_ACTION,—,0,18,18,WHALE_DISTRIBUTING,MODE_A,13.5,13.5,13.0,14.7,2.4,WARN,NONE,TRANSITIONAL,False
DQC,NO_ACTION,—,0,28,28,WHALE_DISTRIBUTING,MODE_A,9.39,9.39,8.8,10.9,2.56,WARN,NONE,STEADY_BEAR,False
FIR,NO_ACTION,—,0,29,29,WHALE_DISTRIBUTING,MODE_A,4.98,4.98,4.5,6.0,2.12,PASS,NONE,STEADY_BEAR,False
GAS,NO_ACTION,—,0,29,29,WHALE_DISTRIBUTING,MODE_A,80.6,80.6,73.4,99.5,2.63,WARN,NONE,TRANSITIONAL,False
GIL,NO_ACTION,—,0,30,30,WHALE_DISTRIBUTING,MODE_A,13.4,13.4,12.7,15.2,2.57,WARN,NONE,TRANSITIONAL,False
GMD,NO_ACTION,—,0,6,36,WHALE_DISTRIBUTING,MODE_A,78.7,78.1,73.2,91.0,2.63,WARN,NONE,TRANSITIONAL,False
GVR,NO_ACTION,—,0,34,34,RETAIL_DRIVEN,MODE_A,31.7,31.7,28.9,39.1,2.64,WARN,NONE,TRANSITIONAL,False
GSP,NO_ACTION,—,0,20,20,WHALE_DISTRIBUTING,MODE_A,11.4,11.4,10.9,12.7,2.6,WARN,NONE,TRANSITIONAL,False
HBC,NO_ACTION,—,0,28,28,WHALE_DISTRIBUTING,MODE_A,5.2,5.2,4.8,6.0,2.0,WARN,NONE,STEADY_BEAR,False
HDG,NO_ACTION,—,0,8,38,WHALE_DISTRIBUTING,MODE_A,29.6,29.4,27.4,34.6,2.6,WARN,NONE,TRANSITIONAL,False
HID,NO_ACTION,—,0,8,38,WHALE_DISTRIBUTING,MODE_B,5.7,5.6,5.1,6.8,2.4,WARN,NONE,TRANSITIONAL,False
HSL,NO_ACTION,—,0,33,33,RETAIL_DRIVEN,MODE_A,5.06,5.06,4.7,6.0,2.61,WARN,NONE,STEADY_BEAR,False
HT1,NO_ACTION,—,0,29,29,WHALE_DISTRIBUTING,MODE_A,15.25,15.25,14.2,18.0,2.62,WARN,NONE,TRANSITIONAL,False
HUT,NO_ACTION,—,0,7,37,WHALE_DISTRIBUTING,MODE_A,17.3,17.0,15.7,20.4,2.62,WARN,NONE,TRANSITIONAL,False
HVN,NO_ACTION,—,0,29,29,WHALE_DISTRIBUTING,MODE_A,21.3,21.3,20.0,24.8,2.69,WARN,NONE,STEADY_BEAR,False
IDI,NO_ACTION,—,0,17,17,WHALE_DISTRIBUTING,MODE_A,6.78,6.78,6.4,7.8,2.68,PASS,NONE,TRANSITIONAL,False
ITC,NO_ACTION,—,0,12,34,WHALE_DISTRIBUTING,MODE_B,11.9,11.7,11.1,13.2,2.5,WARN,RSI_DIV_BULLISH,TRANSITIONAL,False
KHP,NO_ACTION,—,0,27,27,WHALE_DISTRIBUTING,MODE_A,10.7,10.7,10.2,11.8,2.2,PASS,NONE,STEADY_BEAR,False
KOS,NO_ACTION,—,0,17,39,WHALE_DISTRIBUTING,MODE_A,39.05,39.05,37.8,40.4,1.08,WARN,RSI_DIV_BULLISH,TRANSITIONAL,False
LAF,NO_ACTION,—,0,16,16,WHALE_DISTRIBUTING,MODE_A,16.9,16.9,15.8,19.6,2.45,WARN,NONE,STEADY_BEAR,False
LBE,NO_ACTION,—,0,0,18,WHALE_DISTRIBUTING,MODE_B,34.5,34.5,30.7,44.6,2.66,PASS,NONE,TRANSITIONAL,False
LAS,NO_ACTION,—,0,30,30,WHALE_DISTRIBUTING,MODE_A,16.9,16.9,15.1,21.6,2.61,WARN,NONE,TRANSITIONAL,False
L10,NO_ACTION,—,0,0,18,WHALE_DISTRIBUTING,MODE_A,25.2,25.2,24.2,27.7,2.5,PASS,NONE,TRANSITIONAL,False
LIX,NO_ACTION,—,0,28,28,WHALE_DISTRIBUTING,MODE_A,32.95,32.95,31.3,37.2,2.58,WARN,NONE,TRANSITIONAL,False
LGC,NO_ACTION,—,0,5,35,WHALE_DISTRIBUTING,MODE_A,61.0,59.8,55.8,70.3,2.62,WARN,NONE,TRANSITIONAL,False
MCG,NO_ACTION,—,0,28,28,WHALE_DISTRIBUTING,MODE_A,2.3,2.3,2.1,2.7,2.0,PASS,NONE,TRANSITIONAL,False
MCP,NO_ACTION,—,0,0,19,WHALE_DISTRIBUTING,MODE_A,27.35,27.35,26.5,28.6,1.47,PASS,NONE,STEADY_BEAR,False
MHC,NO_ACTION,—,0,32,32,RETAIL_DRIVEN,MODE_A,9.35,9.35,8.7,11.0,2.54,WARN,NONE,STEADY_BEAR,False
MSN,NO_ACTION,—,0,5,35,WHALE_DISTRIBUTING,MODE_B,76.0,74.6,71.5,82.9,2.68,WARN,NONE,TRANSITIONAL,False
NAF,NO_ACTION,—,0,6,36,WHALE_DISTRIBUTING,MODE_A,49.65,48.7,46.0,55.7,2.59,WARN,NONE,TRANSITIONAL,False
NAV,NO_ACTION,—,0,0,15,WHALE_DISTRIBUTING,MODE_A,16.45,16.45,15.9,17.7,2.27,PASS,NONE,TRANSITIONAL,False
NBB,NO_ACTION,—,0,0,17,WHALE_DISTRIBUTING,MODE_A,18.4,18.3,17.2,21.2,2.64,WARN,NONE,TRANSITIONAL,False
NDN,NO_ACTION,—,0,18,18,WHALE_DISTRIBUTING,MODE_A,10.2,10.2,9.6,11.8,2.67,PASS,NONE,STEADY_BEAR,False
NFC,NO_ACTION,—,0,0,20,WHALE_DISTRIBUTING,MODE_A,62.0,62.0,56.6,76.4,2.67,WARN,NONE,TRANSITIONAL,False
NLG,NO_ACTION,—,0,6,36,WHALE_DISTRIBUTING,MODE_A,29.0,28.6,26.8,33.3,2.61,WARN,NONE,TRANSITIONAL,False
NVL,NO_ACTION,—,0,8,38,WHALE_DISTRIBUTING,MODE_B,14.15,13.9,12.6,17.3,2.62,WARN,NONE,TRANSITIONAL,False
ONE,NO_ACTION,—,0,1,31,WHALE_DISTRIBUTING,MODE_A,11.1,11.1,9.6,15.0,2.6,WARN,NONE,TRANSITIONAL,False
OPC,NO_ACTION,—,0,5,35,WHALE_DISTRIBUTING,MODE_A,22.3,22.3,21.4,24.6,2.56,PASS,NONE,TRANSITIONAL,False
PDB,NO_ACTION,—,0,5,35,WHALE_DISTRIBUTING,MODE_A,24.0,23.5,21.8,27.9,2.59,WARN,NONE,TRANSITIONAL,False
PDR,NO_ACTION,—,0,16,38,WHALE_DISTRIBUTING,MODE_B,16.3,16.0,15.0,18.6,2.6,WARN,RSI_DIV_BULLISH,TRANSITIONAL,False
PGC,NO_ACTION,—,0,30,30,WHALE_DISTRIBUTING,MODE_A,13.85,13.85,13.3,15.1,2.27,WARN,NONE,TRANSITIONAL,False
PGD,NO_ACTION,—,0,29,29,WHALE_DISTRIBUTING,MODE_A,23.3,23.3,22.5,25.4,2.62,WARN,NONE,TRANSITIONAL,False
PGV,NO_ACTION,—,0,30,30,WHALE_DISTRIBUTING,MODE_A,23.85,23.85,22.2,28.0,2.52,WARN,NONE,TRANSITIONAL,False
PJT,NO_ACTION,—,0,31,31,RETAIL_DRIVEN,MODE_A,8.9,8.9,8.4,10.1,2.4,WARN,NONE,TRANSITIONAL,False
PLX,NO_ACTION,—,0,29,29,WHALE_DISTRIBUTING,MODE_A,41.6,41.6,37.3,53.0,2.65,WARN,NONE,TRANSITIONAL,False
PNJ,NO_ACTION,—,0,25,17,WHALE_DISTRIBUTING,MODE_A,108.5,108.5,102.0,125.7,2.65,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False
PNC,NO_ACTION,—,0,7,37,WHALE_DISTRIBUTING,MODE_A,29.95,29.4,26.9,35.8,2.56,WARN,NONE,TRANSITIONAL,False
PSE,NO_ACTION,—,0,19,19,WHALE_DISTRIBUTING,MODE_A,10.8,10.8,10.4,11.5,1.75,WARN,NONE,TRANSITIONAL,False
PVB,NO_ACTION,—,0,28,28,WHALE_DISTRIBUTING,MODE_A,29.3,29.3,27.0,35.3,2.61,WARN,NONE,STEADY_BEAR,False
PTD,NO_ACTION,—,0,32,32,RETAIL_DRIVEN,MODE_A,7.4,7.4,6.8,8.9,2.5,WARN,NONE,TRANSITIONAL,False
PVP,NO_ACTION,—,0,19,19,WHALE_DISTRIBUTING,MODE_A,14.85,14.85,13.9,17.4,2.68,WARN,NONE,TRANSITIONAL,False
PVG,NO_ACTION,—,0,35,35,RETAIL_DRIVEN,MODE_A,6.7,6.7,6.2,7.9,2.4,WARN,NONE,TRANSITIONAL,False
PVS,NO_ACTION,—,0,30,30,WHALE_DISTRIBUTING,MODE_A,40.9,40.9,36.5,52.6,2.66,WARN,NONE,TRANSITIONAL,False
PVT,NO_ACTION,—,0,30,30,WHALE_DISTRIBUTING,MODE_A,22.15,22.15,19.8,28.2,2.57,WARN,NONE,TRANSITIONAL,False
REE,NO_ACTION,—,0,7,37,WHALE_DISTRIBUTING,MODE_B,69.2,69.2,64.6,81.2,2.61,WARN,NONE,TRANSITIONAL,False
SBV,NO_ACTION,—,0,21,21,WHALE_DISTRIBUTING,MODE_A,7.25,7.25,6.4,9.3,2.41,PASS,NONE,STEADY_BEAR,False
SC5,NO_ACTION,—,0,27,27,WHALE_DISTRIBUTING,MODE_A,15.0,15.0,14.3,16.9,2.71,PASS,NONE,TRANSITIONAL,False
SDT,NO_ACTION,—,0,0,23,WHALE_DISTRIBUTING,MODE_A,4.7,4.7,4.2,5.8,2.2,PASS,NONE,TRANSITIONAL,False
SDU,NO_ACTION,—,0,29,29,WHALE_DISTRIBUTING,MODE_A,11.1,11.1,9.3,15.7,2.56,WARN,NONE,TRANSITIONAL,False
SHP,NO_ACTION,—,0,0,24,WHALE_DISTRIBUTING,MODE_A,34.3,34.3,33.2,35.9,1.45,PASS,NONE,TRANSITIONAL,False
ST8,NO_ACTION,—,0,15,15,WHALE_DISTRIBUTING,MODE_A,3.24,3.24,3.0,3.7,1.92,WARN,NONE,STEADY_BEAR,False
STC,NO_ACTION,—,0,18,18,WHALE_DISTRIBUTING,MODE_A,14.1,14.1,13.2,16.4,2.56,WARN,NONE,TRANSITIONAL,False
SVD,NO_ACTION,—,0,18,18,WHALE_DISTRIBUTING,MODE_A,3.7,3.7,3.4,4.4,2.33,WARN,NONE,STEADY_BEAR,False
SZL,NO_ACTION,—,0,0,28,WHALE_DISTRIBUTING,MODE_A,50.3,49.5,48.0,53.1,2.4,WARN,NONE,TRANSITIONAL,False
TCM,NO_ACTION,—,0,16,16,WHALE_DISTRIBUTING,MODE_A,22.95,22.95,22.0,25.2,2.37,PASS,NONE,STEADY_BEAR,False
TDT,NO_ACTION,—,0,7,37,WHALE_DISTRIBUTING,MODE_A,7.1,7.0,6.7,7.5,1.67,WARN,NONE,STEADY_BULL,False
TMP,NO_ACTION,—,0,26,26,WHALE_DISTRIBUTING,MODE_A,55.0,55.0,53.2,59.8,2.67,PASS,NONE,STEADY_BEAR,False
TNH,NO_ACTION,—,0,28,28,WHALE_DISTRIBUTING,MODE_A,10.05,10.05,9.5,11.4,2.45,WARN,NONE,STEADY_BEAR,False
TSB,NO_ACTION,—,0,39,39,RETAIL_DRIVEN,MODE_A,19.2,19.2,17.2,24.5,2.65,WARN,NONE,STEADY_BEAR,False
